,Date_added,GRE_Q,GRE_V,GRE_W,GRE_sub,ST,Undergrad_GPA,admission_date,admission_status,admission_via,degree,institution,notes,program,season
141,4 Apr 2020,,,,,U,,3 Apr 2020,Accepted,Website,PhD,University Of Chicago,,Statistics,F20
142,4 Apr 2020,,,,,I,,4 Apr 2020,Other,Other,PhD,Texas A&M University - College Station (TAMU),"TTPB: I received an email from the  Graduate Coordinator, Andrea on Tuesday. In the email I received a memo from the Graduate Director Prof. Chen that I have been accepted and steps to receive my official letter and funding details. After completing those required steps I received my formal letter with funding details yesterday from Andrea.",Statistics,F20
143,3 Apr 2020,,,,,A,,4 Apr 2020,Rejected,E-mail,PhD,University Of Chicago,"From the waitlist :/. If you haven't responded to programs you know you aren't going to, please do so soon. Dying out here on waitlists.",Statistics,F20
144,3 Apr 2020,,,,,A,,4 Apr 2020,Rejected,E-mail,PhD,University Of Chicago,"Waitlisted a few weeks ago, got an email to check website :(",Statistics,F20
145,3 Apr 2020,,,,,A,,3 Apr 2020,Rejected,E-mail,Masters,McGill University,Finally received a decision. It was completely impossible to get in touch with this department before or after the application deadline. Feel like they just took the application fee and I wish I hadn't wasted the time applying.,Statistics,F20
146,3 Apr 2020,,,,,O,,3 Apr 2020,Other,Other,PhD,University Of Oxford,"Nothing from me, after interview.",Statistics,F20
147,3 Apr 2020,,,,,O,,3 Apr 2020,Other,POST,PhD,University Of Oxford,Anyone heard news from StatML? I have been waiting since December :(,Statistics,F19
148,3 Apr 2020,,,,,U,,3 Apr 2020,Other,POST,PhD,Texas A&M University - College Station (TAMU),"TTPB: Did you just receive the offer today? Can I ask you which prof sent you email? Because i'm about to make the decision but haven't heard back from TAMU, i would like send an inquiry email to ask. (Coordinator helps little but saying decision will be made before May)",Statistics,F20
149,3 Apr 2020,,,,,,,24 Mar 2020,Accepted,E-mail,PhD,University Of Maryland - Baltimore County,Has anyone heard funding info from this school?,Statistics,F20
150,3 Apr 2020,163.0,151.0,4.5,,I,4.0,3 Apr 2020,Accepted,E-mail,PhD,Texas A&M University - College Station (TAMU),TA Ship + Tuition waiver,Statistics,F20
151,3 Apr 2020,163.0,151.0,4.5,,I,4.0,22 Feb 2020,Accepted,E-mail,PhD,University Of Georgia Athens,Got offered TA + Tuition waiver,Statistics,F20
152,3 Apr 2020,170.0,158.0,3.5,,,3.78,18 Feb 2020,Wait listed,E-mail,PhD,UMass-Amherst,"I am the top one on the waiting list. If you have a better offer, please decline it as soon as possible. I really appreciate it.",Statistics,F20
153,3 Apr 2020,,,,,U,,1 Apr 2020,Wait listed,E-mail,PhD,UMass-Amherst,"Got email from program director saying I am on the waitlist, please decline the offer if you have better choices, it's my last hope.",Statistics,F20
154,3 Apr 2020,,,,,O,,3 Apr 2020,Other,Other,Masters,Ohio State University,"TTPB: I emailed them, and they told me they are still reviewing the applications and will send off the offers before the April 15.",Statistics,F20
155,2 Apr 2020,,,,,O,,3 Apr 2020,Rejected,E-mail,PhD,"University Of Californa, Los Angeles (UCLA)",TTPB: Same as you. Email sounds like it was identical to yours.,Statistics,F20
156,2 Apr 2020,,,,,U,,3 Apr 2020,Rejected,E-mail,PhD,"University Of Californa, Los Angeles (UCLA)","TTPB: I suggested you guys to contact Prof Ker-Chau Li. The coordinator isn't doing her job at all. Dr. Li replied me yesterday and told me my chance is very very slim, I appreciated his reply and identified as a rejection. Please also share your result when you guys receive the reply from program. Thanks!",Statistics,F20
157,2 Apr 2020,,,,,O,,3 Apr 2020,Other,Other,PhD,"University Of Californa, Los Angeles (UCLA)",TTPB I have also been ghosted after sending an email about my application. I read in the forum that the program is unorganized and this is normal for them.,Statistics,F20
158,2 Apr 2020,,,,,A,,3 Apr 2020,Other,Other,PhD,"University Of Californa, Los Angeles (UCLA)",Anyone know what is going on? Emailed to ask about my status but it's been radio silence.,Statistics,F20
159,2 Apr 2020,,,,,U,,31 Mar 2020,Wait listed,E-mail,PhD,University Of Virginia,Got wait listed last year and again this year : (,Statistics,F20
160,2 Apr 2020,,,,,O,,2 Apr 2020,Other,Other,Masters,Ohio State University,Did anyone get the offer of this program??,Statistics,F20
161,2 Apr 2020,,,,,O,,4 Feb 2020,Accepted,E-mail,Masters,University Of Waterloo,"Math and Stats undergrad (stats concentration). NSERC USRA in Applied Math (summer 2019) with a publication undergoing peer-review, NSERC USRA in Stats (summer 2020).",Statistics,F20
162,1 Apr 2020,,,,,,,2 Apr 2020,Other,Other,PhD,University Of North Carolina Chapel Hill (UNC),"TTPB: I think they did not send any rejections since my friends and I also do not receive any updates. And typically, they will not reject you by email or they will reject you in July.",Statistics,F20
163,1 Apr 2020,168.0,153.0,3.5,,U,3.86,31 Mar 2020,Other,E-mail,PhD,University Of North Carolina Chapel Hill (UNC),"Emailed coordinator, told me if I didn't get a rejection then I still have hope. I guess that means a waitlist? Not sure how high I am on the waitlist. I may just wait for a week or so, if still no words, I might just withdraw.",Statistics,F20
164,1 Apr 2020,167.0,157.0,4.0,,U,3.92,1 Apr 2020,Wait listed,E-mail,PhD,University Of Washington,Please decline your offer if you are not considering the program! It is my dream school!,Statistics,F20
165,1 Apr 2020,,,,,U,,31 Mar 2020,Rejected,E-mail,PhD,University Of Washington,,Statistics,F20
166,1 Apr 2020,,,,,U,,30 Mar 2020,Accepted,E-mail,Masters,"University Of Californa, Los Angeles (UCLA)",,Statistics,F20
167,1 Apr 2020,,,,,,,1 Apr 2020,Other,Other,PhD,Rutgers,"Does this program have a waitlist? I contacted the coordinator 10 days ago and she says ""All applications are currently under consideration by the committee.  Admitted students will be informed by mid April at the latest, and in many cases will be contacted earlier."" I really like this program. Plz decline it if you don't go there. Thx.",Statistics,F20
168,1 Apr 2020,,,,,I,,30 Mar 2020,Wait listed,E-mail,PhD,University Of Virginia,already accepted the offer from ISU,Statistics,F20
169,1 Apr 2020,170.0,151.0,4.0,760.0,,3.59,31 Mar 2020,Rejected,E-mail,PhD,University Of Washington,,Statistics,F20
170,31 Mar 2020,,,,,A,,31 Mar 2020,Rejected,E-mail,PhD,University Of Washington,No surprises here!,Statistics,F20
171,31 Mar 2020,167.0,167.0,4.5,,I,,30 Mar 2020,Rejected,E-mail,Masters,"University Of California, Berkeley",,Statistics,F20
172,31 Mar 2020,,,,,,,30 Mar 2020,Rejected,E-mail,Masters,"University Of California, Berkeley","Finally received my rejection! I wish they've sent me sooner so that I didn't go through this mental torture for so long. My background was in Industrial engineering (masters) but I've passed lots of statistic_related courses with top grades. My Bachelor's GPA was 3.7 (I was also the top student (first_ranked) of my graduating class), Masters GPA 3.91. I also published 4 papers and I was the first author in all of them. My last paper was published in a Q1 prestigious journal (it included statistical analysis). I had 4 very strong recommendation letters. I think my SOP and PHS was good enough. I worked on them a lot and 7 other people read and revised them. But apparently all of these were not enough for them. That's OK though. Congratulations to all who are accepted.",Statistics,F20
173,31 Mar 2020,,,,,O,,31 Mar 2020,Accepted,E-mail,Masters,University Of Toronto,,Statistics,F20
174,31 Mar 2020,168.0,161.0,5.5,,A,3.94,30 Mar 2020,Accepted,E-mail,Masters,"University Of Californa, Los Angeles (UCLA)",,Statistics,F20
175,31 Mar 2020,,,,,I,,31 Mar 2020,Rejected,E-mail,Masters,"University Of California, Berkeley",,Statistics,F20
176,31 Mar 2020,,,,,I,,28 Feb 2020,Accepted,Other,PhD,University Of Virginia,TTPB: I will decline the offer today. I've heard that at least three people are on the waitlist. Good Luck!,Statistics,F20
177,31 Mar 2020,,,,,A,,30 Mar 2020,Wait listed,E-mail,PhD,University Of Virginia,Anyone know of the chances of getting off the waitlist?,Statistics,F20
178,31 Mar 2020,,,,,I,,7 Mar 2020,Accepted,E-mail,Masters,"University Of California, Davis",,Statistics,F20
179,31 Mar 2020,,,,,I,,21 Mar 2020,Rejected,E-mail,Masters,Duke University,,Statistics,F20
180,31 Mar 2020,,,,,I,,30 Mar 2020,Rejected,E-mail,Masters,"University Of California, Berkeley",,Statistics,F20
181,31 Mar 2020,,,,,U,,31 Mar 2020,Other,Other,PhD,University Of Washington,"I received an interview on 27 Feb, and have no update since then. Wonder if anybody also gets interviewed at that period of time and received any updates? Dream program! Please decline if you are not going! Thanks!!",Statistics,F20
182,31 Mar 2020,,,,,I,,30 Mar 2020,Rejected,E-mail,Masters,"University Of California, Berkeley",,Statistics,F20
183,30 Mar 2020,,,,,U,,31 Mar 2020,Rejected,E-mail,Masters,"University Of California, Berkeley",,Statistics,F20
184,30 Mar 2020,,,,,I,,31 Mar 2020,Rejected,E-mail,Masters,"University Of California, Berkeley",,Statistics,F20
185,30 Mar 2020,,,,,A,,30 Mar 2020,Accepted,E-mail,Masters,"University Of Californa, Los Angeles (UCLA)",,Statistics,F20
186,28 Mar 2020,167.0,0.0,0.0,,U,3.87,27 Mar 2020,Accepted,E-mail,Masters,University Of Illinois At Urbana Champaign (UIUC),,Statistics,F20
187,27 Mar 2020,164.0,170.0,5.0,,A,3.3,28 Mar 2020,Accepted,E-mail,Masters,University Of Chicago,"Was waitlisted a few days ago then received another email today to check the portal and saw the acceptance. Offer includes ""tuition scholarship equivalent to 25% of your approved tuition costs in any quarter.""",Statistics,F20
188,27 Mar 2020,,,,,I,,27 Mar 2020,Rejected,E-mail,Masters,University Of Waterloo,,Statistics,F20
189,27 Mar 2020,,,,,I,,27 Mar 2020,Other,Other,PhD,Iowa State University,TTPB: I am the first one who posted an acceptance. I have already accepted this offer. Gook luck to everyone!,Statistics,F20
190,26 Mar 2020,,,,,U,,27 Mar 2020,Other,E-mail,Masters,Columbia University,"TTPB: I dont know what do you mean. I have no idea why you say that. Even though that might be true, you could just leave other people alone.",Statistics,F20
191,26 Mar 2020,,,,,O,,27 Mar 2020,Other,Other,Masters,Columbia University,TTPB I’m pretty everyone with the basic requirements gets into this masters program.,Statistics,F20
192,26 Mar 2020,170.0,159.0,4.0,,A,3.86,26 Mar 2020,Accepted,E-mail,Masters,Columbia University,"3 years work experience at well-known tech firm, MIS undergrad, strong programming experience. No research experience, limited data science experience.",Statistics,F20
193,26 Mar 2020,,,,,A,,26 Mar 2020,Other,Other,PhD,University Of Chicago,Has anyone rejected offers since Feb or is anyone planning to in the coming two weeks? Wait list candidate trying to get an updated view on acceptance chances.,Statistics,F20
194,26 Mar 2020,,,,,U,,26 Mar 2020,Accepted,Website,PhD,"University Of California, Santa Barbara",,Statistics,F20
195,26 Mar 2020,,,,,U,,26 Mar 2020,Other,E-mail,Masters,"University Of California, Berkeley","TTPB: I strongly agree with you. I am waiting for Berkeley as you are. The same thing is happening with UCLA to me as well. I called them and they told me that they expect to have result by April 15th at latest. That is not good, because it means we might literally have only 2 days to make a huge decision.",Statistics,F20
196,26 Mar 2020,,,,,,,26 Mar 2020,Other,Other,Masters,"University Of California, Berkeley",I wonder why no one from statistics program shared their results here for a long time! I still haven't received anything! They even don't have the courtesy to send an email letting us know if the final decision would be delayed this year. I have offers from other universities that I haven't respond to yet because I'm waiting for my Berkeley results. The other universities expecting me to respond soon. How long more should I wait?? Just send me the damn rejection letter so that I know what to do!!!!!,Statistics,F20
197,26 Mar 2020,,,,,U,,26 Mar 2020,Rejected,E-mail,PhD,"University Of California, Irvine","I talked to the department manager, and was told the admissions been concluded. So anyone who hasn't heard back is rejected, lots of luck! Also everyone please take care and be safe, what a crazy year.",Statistics,F20
198,26 Mar 2020,,,,,I,,26 Mar 2020,Other,Other,Masters,University Of Illinois,"Hi there, is there any update from UIUC? Their webpage says that the admission decisions will be released on a weekly basis, dose there anyone has received a result in the past few weeks?",Statistics,F20
199,26 Mar 2020,,,,,I,,26 Mar 2020,Other,Other,PhD,University Of Michigan,TTPB: it was the first email from the department.,Statistics,F20
200,25 Mar 2020,,,,,O,,26 Mar 2020,Other,Other,PhD,Boston University,"To the post below, I've received the email from Boston University at the beginning of Mar, I think a lot of applicants have received the email. Maybe you can check your junk mail. Btw, I've heard that they only have 8 slots in total this year.",Statistics,F20
201,25 Mar 2020,,,,,U,,26 Mar 2020,Other,Other,PhD,Boston University,"Has anyone heard back from this program (Ph.D. Program in Statistics)? I submitted application in Jan, and tried to emailed them regarding my status these day, but no reply.",Statistics,F20
202,25 Mar 2020,,,,,U,,25 Mar 2020,Other,POST,PhD,Iowa State University,"TPB: congrats on the people who got accepted, are yall gonna accept the offer or turn down?",Statistics,F20
